source,question,answer,rating
01_file1,...2....9.2....71.7.4.....529.....51.1.....7.4.7..5..21...4..2.5..68..9...9.....4,851276349926354718734891265298763451315428976467915832183549627542687193679132584,33
puzzles1_unbiased,3..8......1......7.9...7581..........659.2.....4....15.....5.7.2..36........8146.,357819624418526397692437581723158946165942738984673215846295173271364859539781462,0
01_file1,...18......3.......59...8......5178....6......714...56.....64..4...1..75.85..761.,246185397813792564759364821634251789528679143971438256197526438462813975385947612,18
puzzles1_unbiased,.17.58..65..91.....3.......3....9...7.21.....68..2.7.5...4.716.....6...3....3.4..,917258346564913827238746951345679218792185634681324795853497162429861573176532489,0
puzzles4_forum_hardest_1905,.6..1.4.......3.....57...2..1..7.5...5.2..193..9....7..4.......8.1.6....5.64..8..,362915487174823965985746321218379546657284193439651278743198652891562734526437819,24
puzzles5_forum_hardest_1905_11+,.1.9....5..3..5.......1.36...1.94..68......4...9.5..313....2.....5.6...3.7...9...,417936825693285714582417369231794586856123947749658231364572198925861473178349652,10
puzzles4_forum_hardest_1905,.....4..8.4.6..9..7...3..4......91....83....61...5..3..1.5...7.5.....2...37.2...5,325194768841675923769832541673489152258317496194256837912568374586743219437921685,10
01_file1,...9....8..2..6..9.6..1.4....3....912....9...6..1..5..1.9.4..7.54...1......59...4,317924658482356719965817432873465291251789346694132587129643875548271963736598124,39
puzzles4_forum_hardest_1905,..3....9...4.326...1..7..3...9.67.2.5.....7.....8....6.9...42..4..........7.96..3,763481592984532671215679834849167325526943718371825946698314257432758169157296483,19
puzzles4_forum_hardest_1905,......8.99.....2....2..5.37..54...92....32....6..5..4...4.2..73.....4...1..7.....,356247819971683254482195637815476392749832561263951748694528173527314986138769425,43
puzzles4_forum_hardest_1905,6.32......9..1.6.........5.4..7....5..9.6.4...1.....8..4...2.7...18....49...4.3..,653289741894517632172436859438721965529368417716954283345692178261873594987145326,6
puzzles4_forum_hardest_1905,7...4.8....8..7....13....7.....5.2...2.9..1.61....2.8.3....4.1....6..5......2...9,759146823648237951213589674836451297524978136197362485365894712972613548481725369,38
puzzles1_unbiased,.5..941........2...8.3...4...1.3...757..2......4.....6...81..3...8.769.2......7..,653294178419785263287361549821639457576428391934157826795812634348576912162943785,0
01_file1,..9....3...89..1.712...7...3....2..6..2...9..........5..137..9..8.2......7..18..3,769581432538924167124637589395842716612753948847169325251376894483295671976418253,15
puzzles4_forum_hardest_1905,19..5..8....7.1..42..9.8...97.1...4.....7...6..3..5...58...7.1...2.........5..4.8,194253687358761924267948351975126843821374596643895172586437219412689735739512468,8
puzzles1_unbiased,5.....3........1.567...8.9.73.9.4...16.........2.157......29.....63..4....95...3.,521497386498263175673158294735984612164732958982615743347829561856371429219546837,1
01_file1,.9.5....2...8.4.9...5....7.32....7....7..921...1....53.32......7...1...5.1...79..,893571462276834591145926378324165789657389214981742653532698147769413825418257936,4
puzzles1_unbiased,....7..483.4..2.....5..1..3.9.8...5.4...3.9..6.2..9.1....2.3......7......1..9..85,129375648364982571875461293791826354458137926632549817587213469946758132213694785,0
puzzles4_forum_hardest_1905,.9..7..5.8....6.1...29..3...2..9..7.6....8.....93..5...1......4..41...2.2...491..,196873452853426917472951368321594876645718239789362541518237694964185723237649185,29
puzzles4_forum_hardest_1905,..87...5..25..8...7...1..........9...93.....42....4.1.5....1.7..7.63.4..........6,948763152125948763736512849451286937693157284287394615569421378872635491314879526,35
puzzles4_forum_hardest_1905,3..1...8..2....3......5....1..3.6.4.4..8...3...9..7....4.6..8...1..3..6.6....14..,394162587521784396768953124152396748476815932839247651245679813917438265683521479,31
01_file1,..............7...598..1..........8..698.23.5..3.65.2.6.2.9.5.8.8.5...32.3....69.,127953864346287951598641273254739186769812345813465729672394518981576432435128697,36
puzzles4_forum_hardest_1905,..49...7......24.......18.9..95....76...1.95..3.........38....44.81..7..75..3....,214985376986372415375641829829563147647218953531794268163827594498156732752439681,13
puzzles1_unbiased,.9..63......2.19..32.5....71....7..57..3..69...................872.....9..5..6721,491763258587241936326589417139627845754318692268495173613972584872154369945836721,0
puzzles4_forum_hardest_1905,4....6..7..3..85...7..5..2......327..2..1...5..4...1.....6.....8.......9.1..9.7..,485126397293748516671359428169583274328417965754962183932675841847231659516894732,39
puzzles4_forum_hardest_1905,.....75....1.2..9..6........4..8.2.1.......4...24..8.93....8.....8.4.927.94.1..8.,283197564471625398965834172746389251839251746152476839327968415618543927594712683,34
01_file1,....58....452...6.2..6.4.3..........8.7........1.....2.8..465.......362.3..52..48,673158294145239867298674135426895371837412956951367482782946513514783629369521748,46
puzzles4_forum_hardest_1905,3....56...8.16..2...6.3...98....37.....2....4....9..6.7.........18...5...35..8.7.,329485617487169325156732489842653791693217854571894263764521938918376542235948176,21
puzzles5_forum_hardest_1905_11+,7...5.9.....4....6.1.9.7.....2.7....4......3..57..42..57..4.3..2...395.........8.,783156942925483176614927853892375614461298735357614298576841329248739561139562487,8
puzzles4_forum_hardest_1905,..95....4..2..15..5...4..8.....73.....7.....24..9..8...6......32..4..9.......8.6.,389526174642781539571349286925873641817654392436912857768195423253467918194238765,49
puzzles1_unbiased,.5....19.1....2...3...91.789....7.5..2.........15..3.....4.9.2.........5..387.41.,657348192189752643342691578938167254425983761761524389516439827874216935293875416,0
puzzles4_forum_hardest_1905,..1..7....4.3...1.3..1..8.7...5.....1....8.3.........68....3.7...9.2....4....198.,921487563748365219365192847237516498196248735584739126812953674679824351453671982,64
puzzles4_forum_hardest_1905,.....9...9.....8.3.518...9.........7..42.....8....3.1...8...6.5..9..813.1....5..9,687539421942617853351824796213986547794251368865473912438192675529768134176345289,82
puzzles4_forum_hardest_1905,4.2....9..3...24....546.....8......9..3..52..2...1.8.7..86....13....85......7....,462837195739152468815469723187324659693785214254916837528643971371298546946571382,62
puzzles1_unbiased,4.1.795...692.......2..4..8..4..........3..75..3.95..6.....68.7..6...3...9......2,481679523369258714572314698954867231618432975723195486135926847246781359897543162,0
puzzles0_kaggle,8.5.12..41.2..793....5.6...6.129....35..7..86......1.72.6.8..1998.3..5.....4..7..,835912674162847935794536821671298453359174286428653197246785319987361542513429768,0
01_file1,...9......6..3..58.3...24..............2.7...4...962.3.796.......34...2.24..73..6,784965132962134758531782469827351694396247581415896273179628345653419827248573916,17
puzzles1_unbiased,.....16.....756.1...8.9..4......8.....3.....24.6....9.17...23.....34.........7.2.,257481639934756218618293745791628453583974162426135897179562384862349571345817926,0
01_file1,..14..2..2...7....47..1..988...4...9.....9.6........5....2.19..9...8.....8.7...41,591468237268973415473512698826145379754839162139627854647251983915384726382796541,47
puzzles4_forum_hardest_1905,..95....6.6......75.3.6.9..4...1.....5.37.1............9.7..5.......1.82.1.6..7..,129537846864129357573468921436815279952374168781296435698742513347951682215683794,45
01_file1,5..4..9.3..3......46........2.6.......95.2..4..5.936..2.69..81..3..5....9....6...,512467983793185246468329157327648591689512374145793628276934815834251769951876432,26
puzzles4_forum_hardest_1905,9.1.......7..1.3....25.9.8...8..1.62.1..5.4.....6......4.1.7..3....3..4......57..,981326574576814329432579681358741962619258437724693158845167293167932845293485716,4
puzzles1_unbiased,.9...7..........383..4..7....8.7..2..6..81..3..2..4..16..8...9.9...2.4...4....6..,891357246574962138326418759158673924469281573732594861617845392983726415245139687,0
01_file1,5..42.8........2.3..9..3.45.........1....8.3.6.3...5....4.5..8985...9..2....3.4..,531427896468591273729683145247315968195268734683974521374152689856749312912836457,31
puzzles1_unbiased,..59.2.........7.5..35.72.......91...9......6..734....7294.......8.1...7.41....8.,475962318286134795913587264854629173392871456167345829729458631538216947641793582,0
01_file1,.3.7.....1...6....8..3..2.5.678.....3..9..8..9...16........9.8.69...3....8167..9.,539728416172465938846391275267834159314957862958216347723549681695183724481672593,48
puzzles4_forum_hardest_1905,.5...6.9...374........9.2...8...1.6.....3.8..4.......5..1..7..95.98...7..7....6..,854126397923748516167395248382571964795634821416982735631257489549863172278419653,28
puzzles4_forum_hardest_1905,2....7.....34....2....2378..9.....5..1........62.4...71..6..9...37..4..6....7....,281567439973418562456923781794236158315789624862145397148652973537894216629371845,34
puzzles1_unbiased,....34.8....758.........6......4..7..6..9531...1..2....8...3..4.1.....9.742.....3,125634987396758421874921635238146579467895312951372846689213754513467298742589163,1
01_file1,.9.....2....3.84....3.2.6.....6..71..8...9...2..4......49...8..6...9...232.86....,895146327762358491413927685954682713186739254237415968549271836678593142321864579,23
puzzles4_forum_hardest_1905,7...8...5.8.9...2...4..58...9...63....7.1...92......5...3.5.1...7...3..46..4.....,732681945185934627964725831498576312357812469216349758843257196579163284621498573,5
puzzles1_unbiased,..8............5.6.76....238..73..1.5......9.7..2..3.....86.23..9..2...8....4.6..,358692174921374586476158923869735412532416897714289365145867239693521748287943651,0
puzzles4_forum_hardest_1905,..96....7.729..6.8....2.....2.........17..8..3...5...1..61...8.....6.7.9.4....1.6,839641527472935618615827394724318965561792843398456271956173482183264759247589136,45
puzzles4_forum_hardest_1905,.9..1...73.5............25.....7.6...6.9.8.....7..1..8.1..9...6..94.2.3.4........,296513487385724169741869253938275614164938725527641398812397546679452831453186972,51
puzzles4_forum_hardest_1905,5..7..34.7..3..5.8.....8..9....6..132..1..4....1.....7.754.....3.........24.3.7..,518796342792341568643258179957864213286173495431925687175482936369517824824639751,18
puzzles4_forum_hardest_1905,.2.1...6.......9....4.9....5.......88..2..43..3.7...1...3.76.2..6..213.....3.....,925183764318467952674592183541639278897215436236748519453976821769821345182354697,52
puzzles4_forum_hardest_1905,7....6..5.6..2......39.7.1...81...4..3......92....5....8.7..3..31...9.7...7.....4,792316485861524937543987216658192743134678529279435861486751392315249678927863154,21
puzzles1_unbiased,...38....84..9...2..21.....4.1.........5..9639.3.....52...63..8..5........7...34.,179382654846795132532146789451639827728514963963827415214963578385471296697258341,0
puzzles4_forum_hardest_1905,.....6....8...4..97...3..8...7.8..328..4..9...2....1...7..5..2.3.......6..5.....1,234896715581274369769135284457981632816423957923567148178659423342718596695342871,23
puzzles1_unbiased,...1537.4........64..69..8...1.4..3.59....4....28..1.....53..91..9.8....8.....3..,986153724253478916417692583671945238598321467342867159724536891139284675865719342,0
puzzles4_forum_hardest_1905,3..6.9.2..2..5.6....62....8..4.9....16.5..9......1..8...3.....7.1...52..47.......,341689725827153649956247318234798561168524973795316482583462197619875234472931856,15
puzzles1_unbiased,.........95..1.4.6.......832...8.95.67.....3..8.9.3....6...4.9.54.1.......38..6..,326748519958312476714695283231486957679251834485973162862534791547169328193827645,2
puzzles4_forum_hardest_1905,.6..3...87..1...39.......4...5.7........9....3....1.72...9..8...4...23..2...1..97,162439758754186239839725146425678913671293485398541672513967824947852361286314597,68
puzzles4_forum_hardest_1905,.....7..6...5..9....4.9.71...1.....8.29..5...3...4..9...37..8..4....6....1..3..2.,938217456172564983654398712541973268729685134386142597263751849495826371817439625,18
puzzles2_17_clue,...1.....6.....5..7..3....9...7....654...............3....5.4...1.........3.84...,925178364631429578784365219398742156546813927172596843867951432419237685253684791,1
puzzles4_forum_hardest_1905,..5..7....8..3...6..41..3.....7..2.94.....6.8.9..6..3..2..9.8.....5....31...7....,365847192281935476974126385516783249437259618892461537723694851649518723158372964,41
puzzles4_forum_hardest_1905,....6.7.......9.8...51....4..45....3....8..6...1..79..41.2.......2..3...35......2,198364725243759186765128394984516273537982461621437958416295837872643519359871642,11
puzzles4_forum_hardest_1905,6...2.9.3..4..6.1....9.........7....3..6..7.2..7.32.8..5...............17....36.9,615728943924356817873914265162875394348691752597432186259167438436289571781543629,27
puzzles1_unbiased,..8.....2563...9......3.856...5..4....1.6...34...93....4...1.2......9.7.9...7...8,798645132563218947214937856379582461851764293426193785647851329185329674932476518,0
puzzles4_forum_hardest_1905,.6.3....4.1.8.2..68.3....2..2..7.9.......8...3.86...7...17....5.........7.2..6.8.,269357814417892356853164729126475938975238641348619572681723495534981267792546183,11
puzzles1_unbiased,6..73.........2.4.3.4...5..23...19.415..2...............7.5.8.2....19...........6,625734189781592643394168527238671954159423768476985231947356812863219475512847396,2
01_file1,.2.4..56.....6....5...27..1........9.....274.3..5.....8.5...1..2....4..5.4....62.,729481563481365972536927481612748359958132746374596218865273194297614835143859627,64
puzzles1_unbiased,62.3......1..5...834..91.....2.8..91..6...7.5.8...76...9.....5............3972.1.,625348179917256438348791526752684391436129785189537642891463257274815963563972814,1
puzzles1_unbiased,7.94....364.2.....5.....9.......36.4.3....87.8.5...........82...9..5..3.28..4.7..,719486523643295187528137946972813654431569872865724319354978261197652438286341795,1
puzzles1_unbiased,...36..14.3...2.9..52....63.9....4.........5.2..7.81...8.1....6..4..97.....68....,978365214631842597452971863593216478817493652246758139785134926364529781129687345,1
